"slope","threshold","x","sigmoid"
1,0.9,0.1200,0.173647
1,0.9,0.1300,0.176535
1,0.9,0.1400,0.179462
1,0.9,0.1500,0.182426
1,0.9,0.1600,0.185427
1,0.9,0.1700,0.188467
1,0.9,0.1800,0.191545
1,0.9,0.1900,0.194662
1,0.9,0.2000,0.197816
1,0.9,0.2100,0.201009
1,0.9,0.2200,0.204240
1,0.9,0.2300,0.207510
1,0.9,0.2400,0.210818
1,0.9,0.2500,0.214165
1,0.9,0.2600,0.217550
1,0.9,0.2700,0.220974
1,0.9,0.2800,0.224436
1,0.9,0.2900,0.227936
1,0.9,0.3000,0.231475
1,0.9,0.3100,0.235052
1,0.9,0.3200,0.238667
1,0.9,0.3300,0.242320
1,0.9,0.3400,0.246011
1,0.9,0.3500,0.249740
1,0.9,0.3600,0.253506
1,0.9,0.3700,0.257309
1,0.9,0.3800,0.261150
1,0.9,0.3900,0.265027
1,0.9,0.4000,0.268941
1,0.9,0.4100,0.272892
1,0.9,0.4200,0.276878
1,0.9,0.4300,0.280900
1,0.9,0.4400,0.284958
1,0.9,0.4500,0.289050
1,0.9,0.4600,0.293178
1,0.9,0.4700,0.297339
1,0.9,0.4800,0.301535
1,0.9,0.4900,0.305764
1,0.9,0.5000,0.310026
1,0.9,0.5100,0.314320
1,0.9,0.5200,0.318646
1,0.9,0.5300,0.323004
1,0.9,0.5400,0.327393
1,0.9,0.5500,0.331812
1,0.9,0.5600,0.336261
1,0.9,0.5700,0.340740
1,0.9,0.5800,0.345247
1,0.9,0.5900,0.349781
1,0.9,0.6000,0.354344
1,0.9,0.6100,0.358933
1,0.9,0.6200,0.363547
1,0.9,0.6300,0.368188
1,0.9,0.6400,0.372852
1,0.9,0.6500,0.377541
1,0.9,0.6600,0.382252
1,0.9,0.6700,0.386986
1,0.9,0.6800,0.391741
1,0.9,0.6900,0.396517
1,0.9,0.7000,0.401312
1,0.9,0.7100,0.406127
1,0.9,0.7200,0.410960
1,0.9,0.7300,0.415809
1,0.9,0.7400,0.420676
1,0.9,0.7500,0.425557
1,0.9,0.7600,0.430454
1,0.9,0.7700,0.435364
1,0.9,0.7800,0.440286
1,0.9,0.7900,0.445221
1,0.9,0.8000,0.450166
1,0.9,0.8100,0.455121
1,0.9,0.8200,0.460085
1,0.9,0.8300,0.465057
1,0.9,0.8400,0.470036
1,0.9,0.8500,0.475021
1,0.9,0.8600,0.480011
1,0.9,0.8700,0.485004
1,0.9,0.8800,0.490001
1,0.9,0.8900,0.495000
1,0.9,0.9000,0.500000
1,0.9,0.9100,0.505000
1,0.9,0.9200,0.509999
1,0.9,0.9300,0.514996
1,0.9,0.9400,0.519989
1,0.9,0.9500,0.524979
1,0.9,0.9600,0.529964
1,0.9,0.9700,0.534943
1,0.9,0.9800,0.539915
1,0.9,0.9900,0.544879
1,0.9,1.0000,0.549834
1,1.0,0.0000,0.119203
1,1.0,0.0100,0.121319
1,1.0,0.0200,0.123467
1,1.0,0.0300,0.125648
1,1.0,0.0400,0.127862
1,1.0,0.0500,0.130108
1,1.0,0.0600,0.132389
1,1.0,0.0700,0.134703
1,1.0,0.0800,0.137051
1,1.0,0.0900,0.139434
1,1.0,0.1000,0.141851
1,1.0,0.1100,0.144303
1,1.0,0.1200,0.146790
1,1.0,0.1300,0.149313
1,1.0,0.1400,0.151871
1,1.0,0.1500,0.154465
1,1.0,0.1600,0.157095
1,1.0,0.1700,0.159762
1,1.0,0.1800,0.162465
1,1.0,0.1900,0.165205
1,1.0,0.2000,0.167982
1,1.0,0.2100,0.170795
1,1.0,0.2200,0.173647
1,1.0,0.2300,0.176535
1,1.0,0.2400,0.179462
1,1.0,0.2500,0.182426
1,1.0,0.2600,0.185427
1,1.0,0.2700,0.188467
1,1.0,0.2800,0.191545
1,1.0,0.2900,0.194662
1,1.0,0.3000,0.197816
1,1.0,0.3100,0.201009
1,1.0,0.3200,0.204240
1,1.0,0.3300,0.207510
1,1.0,0.3400,0.210818
1,1.0,0.3500,0.214165
1,1.0,0.3600,0.217550
1,1.0,0.3700,0.220974
1,1.0,0.3800,0.224436
1,1.0,0.3900,0.227936
1,1.0,0.4000,0.231475
1,1.0,0.4100,0.235052
1,1.0,0.4200,0.238667
1,1.0,0.4300,0.242320
1,1.0,0.4400,0.246011
1,1.0,0.4500,0.249740
1,1.0,0.4600,0.253506
1,1.0,0.4700,0.257309
1,1.0,0.4800,0.261150
1,1.0,0.4900,0.265027
1,1.0,0.5000,0.268941
1,1.0,0.5100,0.272892
1,1.0,0.5200,0.276878
1,1.0,0.5300,0.280900
1,1.0,0.5400,0.284958
1,1.0,0.5500,0.289050
1,1.0,0.5600,0.293178
1,1.0,0.5700,0.297339
1,1.0,0.5800,0.301535
1,1.0,0.5900,0.305764
1,1.0,0.6000,0.310026
1,1.0,0.6100,0.314320
1,1.0,0.6200,0.318646
1,1.0,0.6300,0.323004
1,1.0,0.6400,0.327393
1,1.0,0.6500,0.331812
1,1.0,0.6600,0.336261
1,1.0,0.6700,0.340740
1,1.0,0.6800,0.345247
1,1.0,0.6900,0.349781
1,1.0,0.7000,0.354344
1,1.0,0.7100,0.358933
1,1.0,0.7200,0.363547
1,1.0,0.7300,0.368188
1,1.0,0.7400,0.372852
1,1.0,0.7500,0.377541
1,1.0,0.7600,0.382252
1,1.0,0.7700,0.386986
1,1.0,0.7800,0.391741
1,1.0,0.7900,0.396517
1,1.0,0.8000,0.401312
1,1.0,0.8100,0.406127
1,1.0,0.8200,0.410960
1,1.0,0.8300,0.415809
1,1.0,0.8400,0.420676
1,1.0,0.8500,0.425557
1,1.0,0.8600,0.430454
1,1.0,0.8700,0.435364
1,1.0,0.8800,0.440286
1,1.0,0.8900,0.445221
1,1.0,0.9000,0.450166
1,1.0,0.9100,0.455121
1,1.0,0.9200,0.460085
1,1.0,0.9300,0.465057
1,1.0,0.9400,0.470036
1,1.0,0.9500,0.475021
1,1.0,0.9600,0.480011
1,1.0,0.9700,0.485004
1,1.0,0.9800,0.490001
1,1.0,0.9900,0.495000
1,1.0,1.0000,0.500000
2,0.0,0.0000,0.500000
2,0.0,0.0100,0.509999
2,0.0,0.0200,0.519989
2,0.0,0.0300,0.529964
2,0.0,0.0400,0.539915
2,0.0,0.0500,0.549834
2,0.0,0.0600,0.559714
2,0.0,0.0700,0.569546
2,0.0,0.0800,0.579324
2,0.0,0.0900,0.589040
2,0.0,0.1000,0.598688
2,0.0,0.1100,0.608259
2,0.0,0.1200,0.617748
2,0.0,0.1300,0.627148
2,0.0,0.1400,0.636453
2,0.0,0.1500,0.645656
2,0.0,0.1600,0.654753
2,0.0,0.1700,0.663739
2,0.0,0.1800,0.672607
2,0.0,0.1900,0.681354
2,0.0,0.2000,0.689974
2,0.0,0.2100,0.698465
2,0.0,0.2200,0.706822
2,0.0,0.2300,0.715042
2,0.0,0.2400,0.723122
2,0.0,0.2500,0.731059
2,0.0,0.2600,0.738850
2,0.0,0.2700,0.746494
2,0.0,0.2800,0.753989
2,0.0,0.2900,0.761333
2,0.0,0.3000,0.768525
2,0.0,0.3100,0.775564
2,0.0,0.3200,0.782450
2,0.0,0.3300,0.789182
2,0.0,0.3400,0.795760
2,0.0,0.3500,0.802184
2,0.0,0.3600,0.808455
2,0.0,0.3700,0.814573
2,0.0,0.3800,0.820538
2,0.0,0.3900,0.826353
2,0.0,0.4000,0.832018
2,0.0,0.4100,0.837535
2,0.0,0.4200,0.842905
2,0.0,0.4300,0.848129
2,0.0,0.4400,0.853210
2,0.0,0.4500,0.858149
2,0.0,0.4600,0.862949
2,0.0,0.4700,0.867611
2,0.0,0.4800,0.872138
2,0.0,0.4900,0.876533
2,0.0,0.5000,0.880797
2,0.0,0.5100,0.884933
2,0.0,0.5200,0.888944
2,0.0,0.5300,0.892832
2,0.0,0.5400,0.896600
2,0.0,0.5500,0.900250
2,0.0,0.5600,0.903784
2,0.0,0.5700,0.907207
2,0.0,0.5800,0.910520
2,0.0,0.5900,0.913726
2,0.0,0.6000,0.916827
2,0.0,0.6100,0.919827
2,0.0,0.6200,0.922728
2,0.0,0.6300,0.925532
2,0.0,0.6400,0.928242
2,0.0,0.6500,0.930862
2,0.0,0.6600,0.933392
2,0.0,0.6700,0.935836
2,0.0,0.6800,0.938197
2,0.0,0.6900,0.940476
2,0.0,0.7000,0.942676
2,0.0,0.7100,0.944799
2,0.0,0.7200,0.946849
2,0.0,0.7300,0.948826
2,0.0,0.7400,0.950734
2,0.0,0.7500,0.952574
2,0.0,0.7600,0.954349
2,0.0,0.7700,0.956060
2,0.0,0.7800,0.957710
2,0.0,0.7900,0.959301
2,0.0,0.8000,0.960834
2,0.0,0.8100,0.962312
2,0.0,0.8200,0.963736
2,0.0,0.8300,0.965109
2,0.0,0.8400,0.966431
2,0.0,0.8500,0.967705
2,0.0,0.8600,0.968932
2,0.0,0.8700,0.970113
2,0.0,0.8800,0.971252
2,0.0,0.8900,0.972348
2,0.0,0.9000,0.973403
2,0.0,0.9100,0.974419
2,0.0,0.9200,0.975398
2,0.0,0.9300,0.976339
2,0.0,0.9400,0.977246
2,0.0,0.9500,0.978119
2,0.0,0.9600,0.978959
2,0.0,0.9700,0.979767
2,0.0,0.9800,0.980545
2,0.0,0.9900,0.981293
2,0.0,1.0000,0.982014
2,0.1,0.0000,0.401312
2,0.1,0.0100,0.410960
2,0.1,0.0200,0.420676
2,0.1,0.0300,0.430454
2,0.1,0.0400,0.440286
2,0.1,0.0500,0.450166
2,0.1,0.0600,0.460085
2,0.1,0.0700,0.470036
2,0.1,0.0800,0.480011
2,0.1,0.0900,0.490001
2,0.1,0.1000,0.500000
2,0.1,0.1100,0.509999
2,0.1,0.1200,0.519989
2,0.1,0.1300,0.529964
2,0.1,0.1400,0.539915
2,0.1,0.1500,0.549834
2,0.1,0.1600,0.559714
2,0.1,0.1700,0.569546
2,0.1,0.1800,0.579324
2,0.1,0.1900,0.589040
2,0.1,0.2000,0.598688
2,0.1,0.2100,0.608259
2,0.1,0.2200,0.617748
2,0.1,0.2300,0.627148
2,0.1,0.2400,0.636453
2,0.1,0.2500,0.645656
2,0.1,0.2600,0.654753
2,0.1,0.2700,0.663739
2,0.1,0.2800,0.672607
2,0.1,0.2900,0.681354
2,0.1,0.3000,0.689974
2,0.1,0.3100,0.698465
2,0.1,0.3200,0.706822
2,0.1,0.3300,0.715042
2,0.1,0.3400,0.723122
2,0.1,0.3500,0.731059
2,0.1,0.3600,0.738850
2,0.1,0.3700,0.746494
2,0.1,0.3800,0.753989
2,0.1,0.3900,0.761333
2,0.1,0.4000,0.768525
2,0.1,0.4100,0.775564
2,0.1,0.4200,0.782450
2,0.1,0.4300,0.789182
2,0.1,0.4400,0.795760
2,0.1,0.4500,0.802184
2,0.1,0.4600,0.808455
2,0.1,0.4700,0.814573
2,0.1,0.4800,0.820538
2,0.1,0.4900,0.826353
2,0.1,0.5000,0.832018
2,0.1,0.5100,0.837535
2,0.1,0.5200,0.842905
2,0.1,0.5300,0.848129
2,0.1,0.5400,0.853210
2,0.1,0.5500,0.858149
2,0.1,0.5600,0.862949
2,0.1,0.5700,0.867611
2,0.1,0.5800,0.872138
2,0.1,0.5900,0.876533
2,0.1,0.6000,0.880797
2,0.1,0.6100,0.884933
2,0.1,0.6200,0.888944
2,0.1,0.6300,0.892832
2,0.1,0.6400,0.896600
2,0.1,0.6500,0.900250
2,0.1,0.6600,0.903784
2,0.1,0.6700,0.907207
2,0.1,0.6800,0.910520
2,0.1,0.6900,0.913726
2,0.1,0.7000,0.916827
2,0.1,0.7100,0.919827
2,0.1,0.7200,0.922728
2,0.1,0.7300,0.925532
2,0.1,0.7400,0.928242
2,0.1,0.7500,0.930862
2,0.1,0.7600,0.933392
2,0.1,0.7700,0.935836
2,0.1,0.7800,0.938197
2,0.1,0.7900,0.940476
2,0.1,0.8000,0.942676
2,0.1,0.8100,0.944799
2,0.1,0.8200,0.946849
2,0.1,0.8300,0.948826
2,0.1,0.8400,0.950734
2,0.1,0.8500,0.952574
2,0.1,0.8600,0.954349
2,0.1,0.8700,0.956060
2,0.1,0.8800,0.957710
2,0.1,0.8900,0.959301
2,0.1,0.9000,0.960834
2,0.1,0.9100,0.962312
2,0.1,0.9200,0.963736
2,0.1,0.9300,0.965109
2,0.1,0.9400,0.966431
2,0.1,0.9500,0.967705
2,0.1,0.9600,0.968932
2,0.1,0.9700,0.970113
2,0.1,0.9800,0.971252
2,0.1,0.9900,0.972348
2,0.1,1.0000,0.973403
2,0.2,0.0000,0.310026
2,0.2,0.0100,0.318646
2,0.2,0.0200,0.327393
2,0.2,0.0300,0.336261
2,0.2,0.0400,0.345247
2,0.2,0.0500,0.354344
2,0.2,0.0600,0.363547
2,0.2,0.0700,0.372852
2,0.2,0.0800,0.382252
2,0.2,0.0900,0.391741
2,0.2,0.1000,0.401312
2,0.2,0.1100,0.410960
2,0.2,0.1200,0.420676
2,0.2,0.1300,0.430454
2,0.2,0.1400,0.440286
2,0.2,0.1500,0.450166
2,0.2,0.1600,0.460085
2,0.2,0.1700,0.470036
2,0.2,0.1800,0.480011
2,0.2,0.1900,0.490001
2,0.2,0.2000,0.500000
2,0.2,0.2100,0.509999
2,0.2,0.2200,0.519989
2,0.2,0.2300,0.529964
2,0.2,0.2400,0.539915
2,0.2,0.2500,0.549834
2,0.2,0.2600,0.559714
2,0.2,0.2700,0.569546
2,0.2,0.2800,0.579324
2,0.2,0.2900,0.589040
2,0.2,0.3000,0.598688
2,0.2,0.3100,0.608259
2,0.2,0.3200,0.617748
2,0.2,0.3300,0.627148
2,0.2,0.3400,0.636453
2,0.2,0.3500,0.645656
2,0.2,0.3600,0.654753
2,0.2,0.3700,0.663739
2,0.2,0.3800,0.672607
2,0.2,0.3900,0.681354
2,0.2,0.4000,0.689974
2,0.2,0.4100,0.698465
2,0.2,0.4200,0.706822
2,0.2,0.4300,0.715042
2,0.2,0.4400,0.723122
2,0.2,0.4500,0.731059
2,0.2,0.4600,0.738850
2,0.2,0.4700,0.746494
2,0.2,0.4800,0.753989
2,0.2,0.4900,0.761333
2,0.2,0.5000,0.768525
2,0.2,0.5100,0.775564
2,0.2,0.5200,0.782450
2,0.2,0.5300,0.789182
2,0.2,0.5400,0.795760
2,0.2,0.5500,0.802184
2,0.2,0.5600,0.808455
2,0.2,0.5700,0.814573
2,0.2,0.5800,0.820538
2,0.2,0.5900,0.826353
2,0.2,0.6000,0.832018
2,0.2,0.6100,0.837535
2,0.2,0.6200,0.842905
2,0.2,0.6300,0.848129
2,0.2,0.6400,0.853210
2,0.2,0.6500,0.858149
2,0.2,0.6600,0.862949
2,0.2,0.6700,0.867611
2,0.2,0.6800,0.872138
2,0.2,0.6900,0.876533
2,0.2,0.7000,0.880797
2,0.2,0.7100,0.884933
2,0.2,0.7200,0.888944
2,0.2,0.7300,0.892832
2,0.2,0.7400,0.896600
2,0.2,0.7500,0.900250
2,0.2,0.7600,0.903784
2,0.2,0.7700,0.907207
2,0.2,0.7800,0.910520
2,0.2,0.7900,0.913726
2,0.2,0.8000,0.916827
2,0.2,0.8100,0.919827
2,0.2,0.8200,0.922728
2,0.2,0.8300,0.925532
2,0.2,0.8400,0.928242
2,0.2,0.8500,0.930862
2,0.2,0.8600,0.933392
2,0.2,0.8700,0.935836
2,0.2,0.8800,0.938197
2,0.2,0.8900,0.940476
2,0.2,0.9000,0.942676
2,0.2,0.9100,0.944799
2,0.2,0.9200,0.946849
2,0.2,0.9300,0.948826
2,0.2,0.9400,0.950734
2,0.2,0.9500,0.952574
2,0.2,0.9600,0.954349
2,0.2,0.9700,0.956060
2,0.2,0.9800,0.957710
2,0.2,0.9900,0.959301
2,0.2,1.0000,0.960834
2,0.3,0.0000,0.231475
2,0.3,0.0100,0.238667
2,0.3,0.0200,0.246011
2,0.3,0.0300,0.253506
2,0.3,0.0400,0.261150
2,0.3,0.0500,0.268941
2,0.3,0.0600,0.276878
2,0.3,0.0700,0.284958
2,0.3,0.0800,0.293178
2,0.3,0.0900,0.301535
2,0.3,0.1000,0.310026
2,0.3,0.1100,0.318646
2,0.3,0.1200,0.327393
2,0.3,0.1300,0.336261
2,0.3,0.1400,0.345247
2,0.3,0.1500,0.354344
2,0.3,0.1600,0.363547
2,0.3,0.1700,0.372852
2,0.3,0.1800,0.382252
2,0.3,0.1900,0.391741
2,0.3,0.2000,0.401312
2,0.3,0.2100,0.410960
2,0.3,0.2200,0.420676
2,0.3,0.2300,0.430454
2,0.3,0.2400,0.440286
2,0.3,0.2500,0.450166
2,0.3,0.2600,0.460085
2,0.3,0.2700,0.470036
2,0.3,0.2800,0.480011
2,0.3,0.2900,0.490001
2,0.3,0.3000,0.500000
2,0.3,0.3100,0.509999
2,0.3,0.3200,0.519989
2,0.3,0.3300,0.529964
2,0.3,0.3400,0.539915
2,0.3,0.3500,0.549834
2,0.3,0.3600,0.559714
2,0.3,0.3700,0.569546
2,0.3,0.3800,0.579324
2,0.3,0.3900,0.589040
2,0.3,0.4000,0.598688
2,0.3,0.4100,0.608259
2,0.3,0.4200,0.617748
2,0.3,0.4300,0.627148
2,0.3,0.4400,0.636453
2,0.3,0.4500,0.645656
2,0.3,0.4600,0.654753
2,0.3,0.4700,0.663739
2,0.3,0.4800,0.672607
2,0.3,0.4900,0.681354
2,0.3,0.5000,0.689974
2,0.3,0.5100,0.698465
2,0.3,0.5200,0.706822
2,0.3,0.5300,0.715042
2,0.3,0.5400,0.723122
2,0.3,0.5500,0.731059
2,0.3,0.5600,0.738850
2,0.3,0.5700,0.746494
2,0.3,0.5800,0.753989
2,0.3,0.5900,0.761333
2,0.3,0.6000,0.768525
2,0.3,0.6100,0.775564
2,0.3,0.6200,0.782450
2,0.3,0.6300,0.789182
2,0.3,0.6400,0.795760
2,0.3,0.6500,0.802184
2,0.3,0.6600,0.808455
2,0.3,0.6700,0.814573
2,0.3,0.6800,0.820538
2,0.3,0.6900,0.826353
2,0.3,0.7000,0.832018
2,0.3,0.7100,0.837535
2,0.3,0.7200,0.842905
2,0.3,0.7300,0.848129
2,0.3,0.7400,0.853210
2,0.3,0.7500,0.858149
2,0.3,0.7600,0.862949
2,0.3,0.7700,0.867611
2,0.3,0.7800,0.872138
2,0.3,0.7900,0.876533
2,0.3,0.8000,0.880797
2,0.3,0.8100,0.884933
2,0.3,0.8200,0.888944
2,0.3,0.8300,0.892832
2,0.3,0.8400,0.896600
2,0.3,0.8500,0.900250
2,0.3,0.8600,0.903784
2,0.3,0.8700,0.907207
2,0.3,0.8800,0.910520
2,0.3,0.8900,0.913726
2,0.3,0.9000,0.916827
2,0.3,0.9100,0.919827
2,0.3,0.9200,0.922728
2,0.3,0.9300,0.925532
2,0.3,0.9400,0.928242
2,0.3,0.9500,0.930862
2,0.3,0.9600,0.933392
2,0.3,0.9700,0.935836
2,0.3,0.9800,0.938197
2,0.3,0.9900,0.940476
2,0.3,1.0000,0.942676
2,0.4,0.0000,0.167982
2,0.4,0.0100,0.173647
2,0.4,0.0200,0.179462
2,0.4,0.0300,0.185427
2,0.4,0.0400,0.191545
2,0.4,0.0500,0.197816
2,0.4,0.0600,0.204240
2,0.4,0.0700,0.210818
2,0.4,0.0800,0.217550
2,0.4,0.0900,0.224436
2,0.4,0.1000,0.231475
2,0.4,0.1100,0.238667
2,0.4,0.1200,0.246011
2,0.4,0.1300,0.253506
2,0.4,0.1400,0.261150
2,0.4,0.1500,0.268941
2,0.4,0.1600,0.276878
2,0.4,0.1700,0.284958
2,0.4,0.1800,0.293178
2,0.4,0.1900,0.301535
2,0.4,0.2000,0.310026
2,0.4,0.2100,0.318646
2,0.4,0.2200,0.327393
2,0.4,0.2300,0.336261
2,0.4,0.2400,0.345247
2,0.4,0.2500,0.354344
2,0.4,0.2600,0.363547
2,0.4,0.2700,0.372852
2,0.4,0.2800,0.382252
2,0.4,0.2900,0.391741
2,0.4,0.3000,0.401312
2,0.4,0.3100,0.410960
2,0.4,0.3200,0.420676
2,0.4,0.3300,0.430454
2,0.4,0.3400,0.440286
2,0.4,0.3500,0.450166
2,0.4,0.3600,0.460085
2,0.4,0.3700,0.470036
2,0.4,0.3800,0.480011
2,0.4,0.3900,0.490001
2,0.4,0.4000,0.500000
2,0.4,0.4100,0.509999
2,0.4,0.4200,0.519989
2,0.4,0.4300,0.529964
2,0.4,0.4400,0.539915
2,0.4,0.4500,0.549834
2,0.4,0.4600,0.559714
2,0.4,0.4700,0.569546
2,0.4,0.4800,0.579324
2,0.4,0.4900,0.589040
2,0.4,0.5000,0.598688
2,0.4,0.5100,0.608259
2,0.4,0.5200,0.617748
2,0.4,0.5300,0.627148
2,0.4,0.5400,0.636453
2,0.4,0.5500,0.645656
2,0.4,0.5600,0.654753
2,0.4,0.5700,0.663739
2,0.4,0.5800,0.672607
2,0.4,0.5900,0.681354
2,0.4,0.6000,0.689974
2,0.4,0.6100,0.698465
2,0.4,0.6200,0.706822
2,0.4,0.6300,0.715042
2,0.4,0.6400,0.723122
2,0.4,0.6500,0.731059
2,0.4,0.6600,0.738850
2,0.4,0.6700,0.746494
2,0.4,0.6800,0.753989
2,0.4,0.6900,0.761333
2,0.4,0.7000,0.768525
2,0.4,0.7100,0.775564
2,0.4,0.7200,0.782450
2,0.4,0.7300,0.789182
2,0.4,0.7400,0.795760
2,0.4,0.7500,0.802184
2,0.4,0.7600,0.808455
2,0.4,0.7700,0.814573
2,0.4,0.7800,0.820538
2,0.4,0.7900,0.826353
2,0.4,0.8000,0.832018
2,0.4,0.8100,0.837535
2,0.4,0.8200,0.842905
2,0.4,0.8300,0.848129
2,0.4,0.8400,0.853210
2,0.4,0.8500,0.858149
2,0.4,0.8600,0.862949
2,0.4,0.8700,0.867611
2,0.4,0.8800,0.872138
2,0.4,0.8900,0.876533
2,0.4,0.9000,0.880797
2,0.4,0.9100,0.884933
2,0.4,0.9200,0.888944
2,0.4,0.9300,0.892832
2,0.4,0.9400,0.896600
2,0.4,0.9500,0.900250
2,0.4,0.9600,0.903784
2,0.4,0.9700,0.907207
2,0.4,0.9800,0.910520
2,0.4,0.9900,0.913726
2,0.4,1.0000,0.916827
2,0.5,0.0000,0.119203
2,0.5,0.0100,0.123467
2,0.5,0.0200,0.127862
2,0.5,0.0300,0.132389
2,0.5,0.0400,0.137051
2,0.5,0.0500,0.141851
2,0.5,0.0600,0.146790
2,0.5,0.0700,0.151871
2,0.5,0.0800,0.157095
2,0.5,0.0900,0.162465
2,0.5,0.1000,0.167982
2,0.5,0.1100,0.173647
2,0.5,0.1200,0.179462
2,0.5,0.1300,0.185427
2,0.5,0.1400,0.191545
2,0.5,0.1500,0.197816
2,0.5,0.1600,0.204240
2,0.5,0.1700,0.210818
2,0.5,0.1800,0.217550
2,0.5,0.1900,0.224436
2,0.5,0.2000,0.231475
2,0.5,0.2100,0.238667
2,0.5,0.2200,0.246011
2,0.5,0.2300,0.253506
2,0.5,0.2400,0.261150
2,0.5,0.2500,0.268941
2,0.5,0.2600,0.276878
2,0.5,0.2700,0.284958
2,0.5,0.2800,0.293178
2,0.5,0.2900,0.301535
2,0.5,0.3000,0.310026
2,0.5,0.3100,0.318646
2,0.5,0.3200,0.327393
2,0.5,0.3300,0.336261
2,0.5,0.3400,0.345247
2,0.5,0.3500,0.354344
2,0.5,0.3600,0.363547
2,0.5,0.3700,0.372852
2,0.5,0.3800,0.382252
2,0.5,0.3900,0.391741
2,0.5,0.4000,0.401312
2,0.5,0.4100,0.410960
2,0.5,0.4200,0.420676
2,0.5,0.4300,0.430454
2,0.5,0.4400,0.440286
2,0.5,0.4500,0.450166
2,0.5,0.4600,0.460085
2,0.5,0.4700,0.470036
2,0.5,0.4800,0.480011
2,0.5,0.4900,0.490001
2,0.5,0.5000,0.500000
2,0.5,0.5100,0.509999
2,0.5,0.5200,0.519989
2,0.5,0.5300,0.529964
2,0.5,0.5400,0.539915
2,0.5,0.5500,0.549834
2,0.5,0.5600,0.559714
2,0.5,0.5700,0.569546
2,0.5,0.5800,0.579324
2,0.5,0.5900,0.589040
2,0.5,0.6000,0.598688
2,0.5,0.6100,0.608259
2,0.5,0.6200,0.617748
2,0.5,0.6300,0.627148
2,0.5,0.6400,0.636453
2,0.5,0.6500,0.645656
2,0.5,0.6600,0.654753
2,0.5,0.6700,0.663739
2,0.5,0.6800,0.672607
2,0.5,0.6900,0.681354
2,0.5,0.7000,0.689974
2,0.5,0.7100,0.698465
2,0.5,0.7200,0.706822
2,0.5,0.7300,0.715042
2,0.5,0.7400,0.723122
2,0.5,0.7500,0.731059
2,0.5,0.7600,0.738850
2,0.5,0.7700,0.746494
2,0.5,0.7800,0.753989
2,0.5,0.7900,0.761333
2,0.5,0.8000,0.768525
2,0.5,0.8100,0.775564
2,0.5,0.8200,0.782450
2,0.5,0.8300,0.789182
2,0.5,0.8400,0.795760
2,0.5,0.8500,0.802184
2,0.5,0.8600,0.808455
2,0.5,0.8700,0.814573
2,0.5,0.8800,0.820538
2,0.5,0.8900,0.826353
2,0.5,0.9000,0.832018
2,0.5,0.9100,0.837535
2,0.5,0.9200,0.842905
2,0.5,0.9300,0.848129
2,0.5,0.9400,0.853210
2,0.5,0.9500,0.858149
2,0.5,0.9600,0.862949
2,0.5,0.9700,0.867611
2,0.5,0.9800,0.872138
2,0.5,0.9900,0.876533
2,0.5,1.0000,0.880797
2,0.6,0.0000,0.083173
2,0.6,0.0100,0.086274
2,0.6,0.0200,0.089480
2,0.6,0.0300,0.092793
2,0.6,0.0400,0.096216
2,0.6,0.0500,0.099750
2,0.6,0.0600,0.103400
2,0.6,0.0700,0.107168
2,0.6,0.0800,0.111056
2,0.6,0.0900,0.115067
2,0.6,0.1000,0.119203
2,0.6,0.1100,0.123467
2,0.6,0.1200,0.127862
2,0.6,0.1300,0.132389
2,0.6,0.1400,0.137051
2,0.6,0.1500,0.141851
2,0.6,0.1600,0.146790
2,0.6,0.1700,0.151871
2,0.6,0.1800,0.157095
2,0.6,0.1900,0.162465
2,0.6,0.2000,0.167982
2,0.6,0.2100,0.173647
2,0.6,0.2200,0.179462
2,0.6,0.2300,0.185427
2,0.6,0.2400,0.191545
2,0.6,0.2500,0.197816
2,0.6,0.2600,0.204240
2,0.6,0.2700,0.210818
2,0.6,0.2800,0.217550
2,0.6,0.2900,0.224436
2,0.6,0.3000,0.231475
2,0.6,0.3100,0.238667
2,0.6,0.3200,0.246011
2,0.6,0.3300,0.253506
2,0.6,0.3400,0.261150
2,0.6,0.3500,0.268941
2,0.6,0.3600,0.276878
2,0.6,0.3700,0.284958
2,0.6,0.3800,0.293178
2,0.6,0.3900,0.301535
2,0.6,0.4000,0.310026
2,0.6,0.4100,0.318646
2,0.6,0.4200,0.327393
2,0.6,0.4300,0.336261
2,0.6,0.4400,0.345247
2,0.6,0.4500,0.354344
2,0.6,0.4600,0.363547
2,0.6,0.4700,0.372852
2,0.6,0.4800,0.382252
2,0.6,0.4900,0.391741
2,0.6,0.5000,0.401312
2,0.6,0.5100,0.410960
2,0.6,0.5200,0.420676
2,0.6,0.5300,0.430454
2,0.6,0.5400,0.440286
2,0.6,0.5500,0.450166
2,0.6,0.5600,0.460085
2,0.6,0.5700,0.470036
2,0.6,0.5800,0.480011
2,0.6,0.5900,0.490001
2,0.6,0.6000,0.500000
2,0.6,0.6100,0.509999
2,0.6,0.6200,0.519989
2,0.6,0.6300,0.529964
2,0.6,0.6400,0.539915
2,0.6,0.6500,0.549834
2,0.6,0.6600,0.559714
2,0.6,0.6700,0.569546
2,0.6,0.6800,0.579324
2,0.6,0.6900,0.589040
2,0.6,0.7000,0.598688
2,0.6,0.7100,0.608259
2,0.6,0.7200,0.617748
2,0.6,0.7300,0.627148
2,0.6,0.7400,0.636453
2,0.6,0.7500,0.645656
2,0.6,0.7600,0.654753
